seed,policy,budget,loss,ack_loss,delay,ticks,useful_packets,usable_value,possible_value,learners_reached,learners,responses_returned,orphan_packets,expired_or_undelivered,in_flight,pending_acks,processes,data_bytes,ack_bytes,dropped_bytes,duplicate_bytes
7,density,4096,0.2,0.2,1,48,19,26.154,42.0,11,12,11,2,17,0,7,False,38268,4094,8447,8152
7,no_dependencies,4096,0.2,0.2,1,48,18,25.31,42.0,11,12,11,3,18,0,7,False,37683,4094,7937,8431
7,no_fairness,4096,0.2,0.2,1,48,14,22.074,42.0,11,12,11,0,22,0,7,False,31472,3496,6138,8026
8,isoko,4096,0.2,0.2,1,48,15,24.002,45.32,11,12,11,0,21,0,7,False,31361,4002,5757,10105
8,fifo,4096,0.2,0.2,1,48,11,12.870000000000001,45.32,5,12,5,5,25,0,5,False,36022,3450,6689,11162
8,edf,4096,0.2,0.2,1,48,19,22.97,45.32,7,12,7,5,17,0,5,False,35604,3772,4445,6466
8,risk,4096,0.2,0.2,1,48,18,23.966,45.32,7,12,6,2,18,0,5,False,36923,3910,6638,10090
8,density,4096,0.2,0.2,1,48,17,26.534,45.32,11,12,10,2,19,0,7,False,39099,4508,7339,11661
8,no_dependencies,4096,0.2,0.2,1,48,17,26.534,45.32,11,12,10,2,19,0,7,False,39332,4508,7565,10885
8,no_fairness,4096,0.2,0.2,1,48,15,24.002,45.32,11,12,11,0,21,0,7,False,31361,4002,5757,10105
9,isoko,4096,0.2,0.2,1,48,11,20.122,47.06,10,12,10,0,25,0,4,False,26006,3220,6741,8502
9,fifo,4096,0.2,0.2,1,48,15,17.392,47.06,6,12,5,3,21,0,6,False,35190,3496,8413,8398
9,edf,4096,0.2,0.2,1,48,12,14.462,47.06,5,12,4,4,24,0,5,False,34084,3266,8474,7379
9,risk,4096,0.2,0.2,1,48,17,23.86,47.06,7,12,7,2,19,0,8,False,35277,3634,6931,8597
9,density,4096,0.2,0.2,1,48,17,24.934,47.06,10,12,9,4,19,0,8,False,38409,4048,10606,8258
9,no_dependencies,4096,0.2,0.2,1,48,15,22.918,47.06,10,12,9,4,21,0,8,False,36512,4002,9963,8815
9,no_fairness,4096,0.2,0.2,1,48,11,20.122,47.06,10,12,10,0,25,0,4,False,26006,3220,6741,8502
10,isoko,4096,0.2,0.2,1,48,13,20.756,43.46,10,12,10,0,23,0,4,False,27781,3726,4755,8506
10,fifo,4096,0.2,0.2,1,48,11,14.59,43.46,5,12,5,5,25,0,3,False,30361,3404,4552,9224
10,edf,4096,0.2,0.2,1,48,11,15.176,43.46,6,12,6,5,25,0,4,False,32036,3358,6810,4947
10,risk,4096,0.2,0.2,1,48,13,16.66,43.46,5,12,5,3,23,0,4,False,30220,2990,6556,7595
10,density,4096,0.2,0.2,1,48,16,23.252,43.46,10,12,10,3,20,0,6,False,33743,4140,5955,8576
10,no_dependencies,4096,0.2,0.2,1,48,15,22.526,43.46,10,12,10,4,21,0,5,False,33627,4140,5365,8576
10,no_fairness,4096,0.2,0.2,1,48,13,20.756,43.46,10,12,10,0,23,0,4,False,27781,3726,4755,8506
11,isoko,4096,0.2,0.2,1,48,11,22.178,49.14,10,12,10,0,25,0,4,False,30244,3726,6287,9797
11,fifo,4096,0.2,0.2,1,48,11,15.01,49.14,5,12,5,3,25,0,3,False,32646,3082,5738,8000
11,edf,4096,0.2,0.2,1,48,9,12.83,49.14,5,12,5,4,27,0,2,False,33472,3082,6897,7341
11,risk,4096,0.2,0.2,1,48,17,27.63,49.14,9,12,9,3,19,0,7,False,39457,3864,8353,9351
11,density,4096,0.2,0.2,1,48,17,27.464000000000002,49.14,10,12,9,2,19,0,7,False,39148,4140,9563,9060
11,no_dependencies,4096,0.2,0.2,1,48,14,24.186,49.14,10,12,9,2,22,0,7,False,38412,4048,8761,9347
11,no_fairness,4096,0.2,0.2,1,48,11,22.178,49.14,10,12,10,0,25,0,4,False,30522,3772,6287,10075
12,isoko,4096,0.2,0.2,1,48,14,27.524,50.84,11,12,10,0,22,0,8,False,30403,3404,7432,8370
12,fifo,4096,0.2,0.2,1,48,14,21.82,50.84,6,12,6,1,22,0,2,False,34001,3036,7552,9304
12,edf,4096,0.2,0.2,1,48,13,19.094,50.84,6,12,6,3,23,0,2,False,31428,2898,7801,4095
12,risk,4096,0.2,0.2,1,48,20,32.382,50.84,9,12,9,2,16,0,5,False,37883,3680,8369,6862
12,density,4096,0.2,0.2,1,48,21,33.992000000000004,50.84,10,12,9,1,15,0,7,False,37534,4094,8498,7432
12,no_dependencies,4096,0.2,0.2,1,48,19,32.236000000000004,50.84,10,12,9,1,17,0,7,False,37276,4002,8535,7848
12,no_fairness,4096,0.2,0.2,1,48,14,27.524,50.84,11,12,10,0,22,0,8,False,30403,3404,7432,8370
13,isoko,4096,0.2,0.2,1,48,8,17.23,50.9,8,12,8,0,28,0,1,False,23065,3036,5350,7140
13,fifo,4096,0.2,0.2,1,48,8,14.090000000000002,50.9,4,12,4,4,28,0,1,False,25944,2484,4944,5396
13,edf,4096,0.2,0.2,1,48,5,8.850000000000001,50.9,3,12,3,4,31,0,1,False,23599,2116,5222,4382
13,risk,4096,0.2,0.2,1,48,10,17.038,50.9,5,12,5,1,26,0,2,False,27610,2944,5307,8450
13,density,4096,0.2,0.2,1,48,17,26.734,50.9,8,12,8,0,19,0,3,False,33030,3772,7402,8981
13,no_dependencies,4096,0.2,0.2,1,48,16,25.252000000000002,50.9,8,12,8,0,20,0,2,False,32169,3726,7749,8031
13,no_fairness,4096,0.2,0.2,1,48,8,17.23,50.9,8,12,8,0,28,0,1,False,23065,3036,5350,7140
14,isoko,4096,0.2,0.2,1,48,13,24.97,48.7,11,12,10,0,23,0,4,False,26414,3358,5774,7589
14,fifo,4096,0.2,0.2,1,48,13,19.05,48.7,5,12,5,1,23,0,2,False,26151,2530,6399,6246
14,edf,4096,0.2,0.2,1,48,14,20.03,48.7,6,12,6,3,22,0,2,False,26852,2760,6068,4041
14,risk,4096,0.2,0.2,1,48,14,22.372,48.7,6,12,6,1,22,0,4,False,26921,2806,5717,6293
14,density,4096,0.2,0.2,1,48,13,24.97,48.7,11,12,10,3,23,0,6,False,31757,3726,6877,8627
14,no_dependencies,4096,0.2,0.2,1,48,13,24.97,48.7,11,12,10,3,23,0,4,False,31593,3634,7776,7472
14,no_fairness,4096,0.2,0.2,1,48,13,24.97,48.7,11,12,10,0,23,0,4,False,26414,3358,5774,7589
15,isoko,4096,0.2,0.2,1,48,10,20.39,50.339999999999996,10,12,10,0,26,0,7,False,27958,3174,7612,8600
15,fifo,4096,0.2,0.2,1,48,10,14.286,50.339999999999996,5,12,4,7,26,0,5,False,31757,3036,7788,6737
15,edf,4096,0.2,0.2,1,48,14,19.536,50.339999999999996,7,12,6,7,22,0,5,False,33921,3404,7822,5444
15,risk,4096,0.2,0.2,1,48,16,22.509999999999998,50.339999999999996,6,12,5,5,20,0,6,False,36421,3450,9050,8578
15,density,4096,0.2,0.2,1,48,18,29.27,50.339999999999996,10,12,10,4,18,0,9,False,39822,4094,10555,8647
15,no_dependencies,4096,0.2,0.2,1,48,17,27.716,50.339999999999996,10,12,10,5,19,0,9,False,39886,4140,10107,8681
15,no_fairness,4096,0.2,0.2,1,48,10,20.39,50.339999999999996,10,12,10,0,26,0,7,False,27958,3174,7612,8600
16,isoko,4096,0.2,0.2,1,48,11,20.518,47.28,10,12,10,0,25,0,3,False,26216,3358,4396,7478
16,fifo,4096,0.2,0.2,1,48,10,13.07,47.28,4,12,4,3,26,0,1,False,26362,2622,6248,6397
16,edf,4096,0.2,0.2,1,48,9,14.76,47.28,5,12,5,1,27,0,2,False,26724,2300,6025,2487
16,risk,4096,0.2,0.2,1,48,9,16.19,47.28,4,12,4,3,27,0,0,False,26932,2576,7019,5873
16,density,4096,0.2,0.2,1,48,12,20.778,47.28,9,12,9,2,24,0,2,False,30788,3542,6815,7394
16,no_dependencies,4096,0.2,0.2,1,48,10,18.618,47.28,9,12,9,4,26,0,2,False,30623,3634,6303,7518
16,no_fairness,4096,0.2,0.2,1,48,11,20.518,47.28,10,12,10,0,25,0,3,False,26216,3358,4396,7478
17,isoko,4096,0.2,0.2,1,48,10,19.28,48.08,10,12,10,0,26,0,6,False,27978,3174,7209,7705
17,fifo,4096,0.2,0.2,1,48,9,14.58,48.08,5,12,4,5,27,0,6,False,33764,2944,7428,10236
17,edf,4096,0.2,0.2,1,48,7,12.112,48.08,4,12,3,7,29,0,3,False,31539,2576,7828,4634
17,risk,4096,0.2,0.2,1,48,9,13.722,48.08,4,12,4,5,27,0,3,False,31682,2898,9583,8140
17,density,4096,0.2,0.2,1,48,14,23.408,48.08,10,12,10,5,22,0,4,False,38753,4002,9825,7156
17,no_dependencies,4096,0.2,0.2,1,48,14,23.408,48.08,10,12,10,5,22,0,4,False,38753,4002,9825,7156
17,no_fairness,4096,0.2,0.2,1,48,10,19.28,48.08,10,12,10,0,26,0,6,False,27978,3174,7209,7705
18,isoko,4096,0.2,0.2,1,48,8,16.23,48.06,8,12,8,0,28,0,1,False,21842,2990,4060,8269
18,fifo,4096,0.2,0.2,1,48,4,5.27,48.06,2,12,2,6,32,0,2,False,24399,2070,4442,6062
18,edf,4096,0.2,0.2,1,48,3,4.636,48.06,2,12,2,5,33,0,0,False,21171,1702,5309,2850
18,risk,4096,0.2,0.2,1,48,10,14.64,48.06,4,12,4,5,26,0,1,False,26046,2944,3690,8945
18,density,4096,0.2,0.2,1,48,12,20.43,48.06,8,12,8,1,24,0,1,False,29199,3588,5189,8712
18,no_dependencies,4096,0.2,0.2,1,48,11,18.606,48.06,8,12,8,3,25,0,1,False,29240,3542,4916,7952
18,no_fairness,4096,0.2,0.2,1,48,8,16.23,48.06,8,12,8,0,28,0,1,False,21842,2990,4060,8269
19,isoko,4096,0.2,0.2,1,48,14,21.968,44.5,11,12,11,0,22,0,7,False,29044,3450,5929,7197
19,fifo,4096,0.2,0.2,1,48,9,10.59,44.5,5,12,5,4,27,0,1,False,32306,3128,6529,8595
19,edf,4096,0.2,0.2,1,48,15,19.578,44.5,7,12,6,2,21,0,4,False,32297,3220,6049,5215
19,risk,4096,0.2,0.2,1,48,14,21.701999999999998,44.5,8,12,7,4,22,0,7,False,35219,3404,7453,6978
19,density,4096,0.2,0.2,1,48,16,24.232,44.5,11,12,11,4,20,0,7,False,36245,4002,8586,7475
19,no_dependencies,4096,0.2,0.2,1,48,16,24.232,44.5,11,12,11,4,20,0,7,False,35865,4002,7315,7809
19,no_fairness,4096,0.2,0.2,1,48,14,21.968,44.5,11,12,11,0,22,0,6,False,28697,3496,5650,7197
20,isoko,4096,0.2,0.2,1,48,12,20.868,43.78,11,12,10,0,24,0,3,False,28489,3772,5453,9588
20,fifo,4096,0.2,0.2,1,48,15,22.378,43.78,9,12,8,1,21,0,6,False,32201,3542,6348,8322
20,edf,4096,0.2,0.2,1,48,13,18.2,43.78,7,12,7,4,23,0,2,False,29056,3036,6306,2758
20,risk,4096,0.2,0.2,1,48,11,16.1,43.78,6,12,6,4,25,0,3,False,27658,3312,3668,9681
20,density,4096,0.2,0.2,1,48,17,26.676,43.78,11,12,10,0,19,0,5,False,32309,4002,5782,9052
20,no_dependencies,4096,0.2,0.2,1,48,17,26.676,43.78,11,12,10,1,19,0,7,False,33094,4002,5579,9052
20,no_fairness,4096,0.2,0.2,1,48,12,20.868,43.78,11,12,10,0,24,0,3,False,28489,3772,5453,9588
